Booking_ID;no_of_adults;no_of_children;no_of_weekend_nights;no_of_week_nights;type_of_meal_plan;required_car_parking_space;room_type_reserved;lead_time;arrival_year;arrival_month;arrival_date;market_segment_type;repeated_guest;no_of_previous_cancellations;no_of_previous_bookings_not_canceled;avg_price_per_room;no_of_special_requests;booking_status
INN01640;2;0;2;0;Meal Plan 1;1;Room_Type 1;2;2018;12;18;Online;0;0;0;106.5;1;Not_Canceled
INN01641;1;0;0;2;Meal Plan 1;0;Room_Type 1;27;2017;9;16;Corporate;0;0;0;65;0;Not_Canceled
INN01642;2;0;0;3;Meal Plan 1;0;Room_Type 1;79;2018;6;9;Online;0;0;0;126.9;1;Not_Canceled
INN01643;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;6;21;Online;0;0;0;121.5;1;Not_Canceled
INN01644;2;0;2;1;Meal Plan 2;0;Room_Type 1;27;2017;12;27;Offline;0;0;0;91.8;1;Not_Canceled
INN01645;2;0;1;0;Not Selected;0;Room_Type 1;207;2018;8;8;Offline;0;0;0;63.75;0;Not_Canceled
INN01646;1;0;1;1;Meal Plan 1;0;Room_Type 1;4;2017;8;17;Online;0;0;0;128;3;Not_Canceled
INN01647;2;0;0;2;Meal Plan 2;0;Room_Type 1;273;2017;7;17;Online;0;0;0;109;0;Canceled
INN01648;2;0;0;4;Not Selected;0;Room_Type 1;148;2018;11;16;Online;0;0;0;74.8;0;Canceled
INN01649;1;0;0;3;Meal Plan 1;0;Room_Type 1;16;2018;11;16;Offline;0;0;0;75;0;Not_Canceled
INN01650;3;0;1;1;Meal Plan 1;0;Room_Type 4;45;2018;4;30;Online;0;0;0;159.3;0;Canceled
INN01651;2;0;0;1;Not Selected;0;Room_Type 1;1;2018;2;27;Online;0;0;0;81;1;Canceled
INN01652;2;0;2;1;Meal Plan 1;0;Room_Type 4;5;2018;8;21;Online;0;0;0;119.35;1;Not_Canceled
INN01653;2;0;0;2;Meal Plan 2;0;Room_Type 1;377;2018;10;14;Online;0;0;0;115;1;Canceled
INN01654;2;0;1;4;Meal Plan 1;0;Room_Type 1;212;2018;8;22;Online;0;0;0;90.95;0;Canceled
INN01655;2;0;2;5;Meal Plan 2;0;Room_Type 1;191;2018;9;7;Offline;0;0;0;80.75;1;Not_Canceled
INN01656;2;0;1;2;Meal Plan 2;0;Room_Type 1;9;2018;6;20;Online;0;0;0;179;2;Not_Canceled
INN01657;2;0;0;3;Meal Plan 1;0;Room_Type 1;276;2018;9;22;Online;0;0;0;116.33;0;Canceled
INN01658;2;0;1;2;Meal Plan 1;0;Room_Type 1;26;2018;8;15;Offline;0;0;0;85;0;Not_Canceled
INN01659;1;0;1;0;Meal Plan 1;0;Room_Type 1;4;2018;5;1;Online;0;0;0;125;1;Not_Canceled
INN01660;3;0;0;1;Meal Plan 1;0;Room_Type 4;154;2018;7;9;Online;0;0;0;146.7;0;Canceled
INN01661;0;2;0;1;Meal Plan 1;0;Room_Type 1;130;2018;3;25;Complementary;0;0;0;6;2;Not_Canceled
INN01662;2;0;1;4;Meal Plan 1;0;Room_Type 4;18;2018;4;18;Online;0;0;0;107.25;1;Not_Canceled
INN01663;2;0;1;2;Meal Plan 1;0;Room_Type 1;1;2017;10;9;Online;0;0;0;139.33;1;Not_Canceled
INN01664;1;0;0;1;Meal Plan 1;0;Room_Type 4;23;2018;11;11;Online;0;0;0;130;2;Not_Canceled
INN01665;2;0;0;3;Meal Plan 1;0;Room_Type 1;1;2017;11;3;Offline;0;0;0;80;0;Not_Canceled
INN01666;1;0;0;5;Meal Plan 1;0;Room_Type 1;230;2018;9;6;Online;0;0;0;111;0;Canceled
INN01667;2;0;0;2;Meal Plan 1;0;Room_Type 1;10;2018;1;15;Online;0;0;0;87;1;Not_Canceled
INN01668;3;0;1;5;Meal Plan 1;0;Room_Type 1;200;2018;9;20;Online;0;0;0;150.45;0;Canceled
INN01669;2;0;2;1;Not Selected;0;Room_Type 1;95;2018;10;30;Online;0;0;0;79.8;2;Canceled
INN01670;2;1;2;1;Meal Plan 1;0;Room_Type 1;82;2018;7;24;Online;0;0;0;124.6;0;Canceled
INN01671;2;0;0;4;Meal Plan 1;0;Room_Type 1;19;2017;12;22;Offline;0;0;0;58;1;Not_Canceled
INN01672;3;0;2;1;Meal Plan 1;0;Room_Type 4;69;2018;8;27;Online;0;0;0;162.3;1;Canceled
INN01673;3;0;2;2;Meal Plan 1;0;Room_Type 4;44;2018;8;14;Online;0;0;0;168.3;2;Not_Canceled
INN01674;2;0;2;3;Meal Plan 1;0;Room_Type 1;18;2018;11;20;Online;0;0;0;71.21;0;Canceled
INN01675;2;0;0;3;Meal Plan 1;0;Room_Type 4;11;2018;6;14;Corporate;0;0;0;90;0;Canceled
INN01676;2;1;2;0;Meal Plan 1;0;Room_Type 2;48;2018;9;4;Online;0;0;0;126;1;Not_Canceled
INN01677;2;0;2;3;Meal Plan 1;0;Room_Type 5;58;2018;4;21;Online;0;0;0;96.08;0;Not_Canceled
INN01678;3;0;2;0;Meal Plan 1;0;Room_Type 4;24;2018;5;1;Online;0;0;0;172;2;Not_Canceled
INN01679;1;0;1;0;Meal Plan 1;0;Room_Type 1;5;2018;4;18;Corporate;0;0;0;95;0;Canceled
INN01680;2;1;1;3;Meal Plan 1;0;Room_Type 1;178;2018;6;27;Online;0;0;0;92.94;1;Not_Canceled
INN01681;2;0;0;2;Meal Plan 1;0;Room_Type 1;42;2018;11;4;Offline;0;0;0;72;0;Not_Canceled
INN01682;2;0;1;3;Meal Plan 1;0;Room_Type 1;178;2018;8;15;Online;0;0;0;99.45;2;Not_Canceled
INN01683;1;0;1;0;Meal Plan 1;0;Room_Type 1;76;2018;10;10;Online;0;0;0;120;0;Canceled
INN01684;2;0;1;0;Not Selected;0;Room_Type 1;58;2018;9;5;Online;0;0;0;99;3;Not_Canceled
INN01685;2;0;2;2;Meal Plan 1;0;Room_Type 1;45;2018;10;30;Offline;0;0;0;75;0;Not_Canceled
INN01686;3;0;0;1;Meal Plan 1;0;Room_Type 4;65;2018;6;21;Online;0;0;0;132.3;0;Canceled
INN01687;2;0;0;3;Meal Plan 1;0;Room_Type 1;213;2018;6;7;Online;0;0;0;130;0;Canceled
INN01688;1;1;1;1;Meal Plan 1;0;Room_Type 1;60;2018;7;4;Online;0;0;0;115.2;0;Not_Canceled
INN01689;1;0;0;2;Not Selected;0;Room_Type 1;83;2018;7;15;Online;0;0;0;77;1;Not_Canceled
INN01690;3;0;0;3;Meal Plan 1;0;Room_Type 6;13;2018;5;11;Online;0;0;0;161.66;1;Not_Canceled
INN01691;2;0;0;2;Not Selected;0;Room_Type 1;131;2018;5;12;Online;0;0;0;94.5;0;Canceled
INN01692;2;0;0;2;Meal Plan 2;0;Room_Type 1;102;2017;10;16;Online;0;0;0;101.5;0;Canceled
INN01693;2;1;1;1;Meal Plan 1;0;Room_Type 1;161;2018;7;25;Online;0;0;0;121.5;0;Canceled
INN01694;2;0;0;3;Meal Plan 1;0;Room_Type 4;65;2018;4;7;Online;0;0;0;118.8;0;Canceled
INN01695;1;0;0;1;Not Selected;0;Room_Type 3;0;2017;12;31;Complementary;0;0;0;0;0;Not_Canceled
INN01696;2;0;1;2;Meal Plan 1;0;Room_Type 1;13;2018;2;12;Online;0;0;0;91;2;Not_Canceled
INN01697;1;0;0;2;Meal Plan 1;0;Room_Type 1;14;2017;10;15;Offline;0;0;0;110;1;Not_Canceled
INN01698;3;0;1;0;Meal Plan 1;0;Room_Type 5;0;2018;8;8;Corporate;0;0;0;188;0;Not_Canceled
INN01699;2;0;0;2;Meal Plan 1;0;Room_Type 4;109;2018;10;28;Online;0;0;0;104.4;0;Canceled
INN01700;1;0;1;2;Meal Plan 1;0;Room_Type 1;219;2017;9;4;Offline;0;0;0;76.67;0;Not_Canceled
INN01701;2;0;0;2;Meal Plan 1;0;Room_Type 1;245;2018;6;17;Online;0;0;0;75;0;Canceled
INN01702;2;0;1;1;Meal Plan 1;0;Room_Type 1;68;2018;2;13;Online;0;0;0;78.3;1;Not_Canceled
INN01703;2;0;0;1;Not Selected;0;Room_Type 1;73;2018;11;12;Online;0;0;0;79.2;2;Not_Canceled
INN01704;2;0;1;2;Meal Plan 1;0;Room_Type 1;3;2017;10;19;Corporate;0;0;0;123;0;Canceled
INN01705;1;0;2;1;Meal Plan 1;0;Room_Type 1;1;2018;2;28;Online;0;0;0;60;0;Canceled
INN01706;2;0;0;2;Meal Plan 1;0;Room_Type 4;4;2017;12;30;Online;0;0;0;137;1;Not_Canceled
INN01707;2;0;2;5;Meal Plan 1;0;Room_Type 1;29;2018;1;8;Online;0;0;0;79.54;1;Not_Canceled
INN01708;2;0;1;5;Meal Plan 1;0;Room_Type 1;41;2018;12;27;Offline;0;0;0;58.5;0;Not_Canceled
INN01709;2;0;1;0;Meal Plan 1;0;Room_Type 4;3;2017;11;30;Complementary;0;0;0;0;2;Not_Canceled
INN01710;1;0;0;1;Meal Plan 1;0;Room_Type 1;15;2018;2;19;Corporate;0;0;0;81;0;Not_Canceled
INN01711;2;0;0;3;Meal Plan 1;0;Room_Type 1;103;2018;3;3;Offline;0;0;0;61.5;2;Not_Canceled
INN01712;1;0;1;2;Meal Plan 1;0;Room_Type 1;57;2018;6;10;Offline;0;0;0;75.33;1;Not_Canceled
INN01713;2;0;0;1;Meal Plan 1;0;Room_Type 1;164;2017;10;2;Offline;0;0;0;100;1;Not_Canceled
INN01714;2;2;0;3;Meal Plan 1;0;Room_Type 7;1;2018;4;13;Online;0;0;0;203.33;0;Canceled
INN01715;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;6;14;Online;0;0;0;111;1;Not_Canceled
INN01716;2;0;0;1;Meal Plan 1;0;Room_Type 1;145;2018;7;1;Offline;0;0;0;72.76;0;Not_Canceled
INN01717;2;0;0;1;Meal Plan 1;0;Room_Type 1;105;2018;3;22;Online;0;0;0;78.3;0;Not_Canceled
INN01718;2;0;2;3;Not Selected;0;Room_Type 1;53;2018;3;6;Online;0;0;0;65.75;0;Not_Canceled
INN01719;1;2;0;2;Not Selected;1;Room_Type 1;12;2018;8;16;Online;0;0;0;150.5;1;Not_Canceled
INN01720;2;0;2;1;Meal Plan 2;0;Room_Type 1;4;2018;1;2;Offline;0;0;0;109;0;Not_Canceled
INN01721;2;0;0;4;Not Selected;0;Room_Type 1;31;2018;8;10;Online;0;0;0;141.55;1;Not_Canceled
INN01722;2;0;2;0;Meal Plan 2;0;Room_Type 1;386;2018;10;23;Online;0;0;0;115;1;Canceled
INN01723;2;0;0;2;Meal Plan 2;0;Room_Type 1;104;2017;10;6;Online;0;0;0;114;1;Canceled
INN01724;2;0;0;1;Not Selected;0;Room_Type 1;2;2018;4;12;Online;0;0;0;119;0;Not_Canceled
INN01725;2;0;0;2;Meal Plan 2;0;Room_Type 1;273;2017;7;17;Online;0;0;0;109;0;Canceled
INN01726;2;0;0;1;Meal Plan 1;0;Room_Type 1;0;2017;9;11;Online;0;0;0;124;1;Not_Canceled
INN01727;1;0;0;2;Meal Plan 1;0;Room_Type 1;164;2017;10;2;Offline;0;0;0;100;0;Not_Canceled
INN01728;3;0;0;3;Meal Plan 1;0;Room_Type 4;105;2018;10;26;Online;0;0;0;123.3;0;Canceled
INN01729;2;0;2;2;Meal Plan 1;0;Room_Type 1;159;2018;5;13;Online;0;0;0;114.75;1;Canceled
INN01730;1;0;0;3;Meal Plan 1;0;Room_Type 1;71;2018;6;14;Offline;0;0;0;120;0;Not_Canceled
INN01731;2;0;1;2;Meal Plan 1;0;Room_Type 4;54;2018;6;20;Offline;0;0;0;90.95;0;Not_Canceled
INN01732;2;0;0;2;Meal Plan 1;0;Room_Type 1;68;2017;9;29;Offline;0;0;0;65;0;Not_Canceled
INN01733;1;0;0;2;Meal Plan 1;1;Room_Type 1;3;2018;3;31;Corporate;1;1;13;67;0;Not_Canceled
INN01734;2;0;2;2;Meal Plan 1;0;Room_Type 1;11;2017;11;6;Online;0;0;0;90.95;1;Not_Canceled
INN01735;2;0;2;1;Meal Plan 1;0;Room_Type 1;59;2018;6;4;Offline;1;0;1;95;0;Not_Canceled
INN01736;2;0;0;4;Not Selected;0;Room_Type 1;54;2018;3;1;Online;0;0;0;49.43;0;Not_Canceled
INN01737;2;0;0;2;Meal Plan 1;0;Room_Type 1;58;2018;4;13;Online;0;0;0;105.3;0;Canceled
INN01738;2;2;0;2;Meal Plan 1;1;Room_Type 6;78;2018;4;7;Online;0;0;0;177.3;2;Not_Canceled
INN01739;2;0;2;5;Meal Plan 1;0;Room_Type 1;257;2018;12;25;Online;0;0;0;78.81;2;Canceled
INN01740;2;0;0;1;Not Selected;1;Room_Type 1;90;2018;4;8;Online;0;0;0;85.5;1;Not_Canceled
INN01741;2;2;0;4;Meal Plan 1;0;Room_Type 6;23;2018;11;22;Online;0;0;0;147.9;1;Canceled
INN01742;2;0;2;1;Meal Plan 1;0;Room_Type 4;135;2018;10;1;Online;0;0;0;132.3;0;Canceled
INN01743;1;0;0;1;Meal Plan 1;0;Room_Type 1;21;2018;2;25;Corporate;0;0;0;66;0;Canceled
INN01744;2;0;0;2;Meal Plan 1;0;Room_Type 1;248;2018;5;26;Online;0;0;0;118;0;Canceled
INN01745;1;0;0;1;Meal Plan 1;0;Room_Type 1;0;2018;11;23;Corporate;1;0;1;65;0;Not_Canceled
INN01746;1;0;0;2;Meal Plan 1;0;Room_Type 1;14;2018;5;31;Online;0;0;0;97.75;1;Not_Canceled
INN01747;1;0;0;1;Meal Plan 1;0;Room_Type 7;2;2018;9;21;Complementary;1;0;1;0;0;Not_Canceled
INN01748;2;0;1;1;Meal Plan 1;0;Room_Type 1;219;2018;8;15;Online;0;0;0;96.3;0;Canceled
INN01749;2;0;2;4;Not Selected;0;Room_Type 1;217;2018;8;7;Online;0;0;0;80.75;1;Not_Canceled
INN01750;1;0;0;1;Not Selected;0;Room_Type 1;8;2018;5;25;Online;0;0;0;119;0;Canceled
INN01751;2;0;2;1;Meal Plan 1;0;Room_Type 1;61;2017;7;11;Online;0;0;0;55.96;0;Not_Canceled
INN01752;2;0;0;4;Meal Plan 1;0;Room_Type 1;110;2017;12;9;Offline;0;0;0;70;0;Not_Canceled
INN01753;2;0;2;1;Meal Plan 1;0;Room_Type 4;43;2018;12;4;Online;0;0;0;110.2;1;Not_Canceled
INN01754;2;0;1;3;Not Selected;0;Room_Type 1;220;2018;10;20;Online;0;0;0;80.75;1;Not_Canceled
INN01755;2;0;0;1;Meal Plan 1;0;Room_Type 4;25;2018;4;30;Online;0;0;0;156;2;Not_Canceled
INN01756;2;0;1;2;Meal Plan 1;0;Room_Type 1;6;2017;8;14;Online;0;0;0;95.33;2;Not_Canceled
INN01757;1;0;2;1;Meal Plan 2;0;Room_Type 1;122;2018;3;27;Offline;0;0;0;86;0;Not_Canceled
INN01758;2;0;0;1;Not Selected;0;Room_Type 1;30;2018;5;25;Online;0;0;0;98.1;0;Canceled
INN01759;2;0;0;4;Meal Plan 1;0;Room_Type 4;78;2018;4;5;Online;0;0;0;97.33;0;Canceled
INN01760;1;0;0;2;Meal Plan 2;0;Room_Type 4;80;2017;10;9;Offline;0;0;0;108;0;Not_Canceled
INN01761;2;0;0;2;Meal Plan 1;0;Room_Type 1;59;2017;10;29;Offline;0;0;0;85;0;Not_Canceled
INN01762;2;0;0;2;Meal Plan 1;0;Room_Type 1;111;2018;11;8;Online;0;0;0;59.5;0;Canceled
INN01763;1;0;1;0;Not Selected;0;Room_Type 1;2;2018;5;9;Online;0;0;0;89;0;Not_Canceled
INN01764;2;0;0;2;Meal Plan 1;0;Room_Type 1;317;2018;9;15;Online;0;0;0;120;0;Canceled
INN01765;1;0;0;2;Meal Plan 1;0;Room_Type 1;32;2018;9;9;Online;0;0;0;130.5;0;Canceled
INN01766;2;0;2;2;Meal Plan 1;0;Room_Type 1;8;2017;11;6;Online;0;0;0;104.5;1;Not_Canceled
INN01767;2;0;0;3;Meal Plan 1;0;Room_Type 4;22;2018;6;2;Online;0;0;0;149.33;0;Canceled
INN01768;2;0;0;4;Meal Plan 1;0;Room_Type 1;133;2018;7;13;Offline;0;0;0;72.25;1;Not_Canceled
INN01769;1;0;2;5;Meal Plan 1;0;Room_Type 1;113;2018;5;10;Online;0;0;0;80.14;0;Canceled
INN01770;3;0;0;4;Meal Plan 1;0;Room_Type 4;180;2018;8;10;Online;0;0;0;130.05;1;Canceled
INN01771;2;0;0;4;Meal Plan 1;0;Room_Type 1;28;2017;9;29;Online;0;0;0;96.36;1;Not_Canceled
INN01772;2;0;2;0;Meal Plan 1;0;Room_Type 1;74;2018;9;18;Offline;0;0;0;102.68;0;Not_Canceled
INN01773;2;0;1;3;Meal Plan 1;0;Room_Type 4;5;2018;6;20;Online;0;0;0;143.5;1;Canceled
INN01774;2;0;0;4;Meal Plan 1;0;Room_Type 1;125;2018;9;7;Online;0;0;0;136;2;Not_Canceled
INN01775;2;0;2;3;Meal Plan 1;0;Room_Type 1;303;2018;8;19;Online;0;0;0;78;0;Canceled
INN01776;1;0;0;4;Meal Plan 1;0;Room_Type 1;65;2017;7;1;Online;0;0;0;68;1;Canceled
INN01777;2;0;1;1;Not Selected;0;Room_Type 1;52;2018;10;17;Online;0;0;0;108;1;Not_Canceled
INN01778;1;0;0;2;Meal Plan 1;0;Room_Type 1;14;2017;10;15;Offline;0;0;0;100;0;Not_Canceled
INN01779;3;0;0;1;Meal Plan 1;0;Room_Type 6;0;2018;5;10;Online;0;0;0;153.15;0;Not_Canceled
INN01780;2;0;0;2;Meal Plan 1;0;Room_Type 1;1;2018;10;7;Online;0;0;0;144;0;Not_Canceled
INN01781;2;0;1;2;Meal Plan 1;0;Room_Type 4;30;2018;11;18;Online;0;0;0;114;1;Not_Canceled
INN01782;2;0;1;1;Meal Plan 1;0;Room_Type 1;275;2018;6;4;Online;0;0;0;62.8;0;Canceled
INN01783;2;0;0;1;Meal Plan 1;0;Room_Type 1;180;2017;10;16;Online;0;0;0;70;0;Canceled
INN01784;2;0;0;1;Meal Plan 1;0;Room_Type 1;36;2017;9;18;Offline;0;0;0;85;1;Not_Canceled
INN01785;2;0;0;2;Meal Plan 1;0;Room_Type 1;86;2017;9;24;Offline;0;0;0;105;0;Not_Canceled
INN01786;3;0;2;3;Meal Plan 1;0;Room_Type 4;97;2018;7;21;Online;0;0;0;141.3;2;Not_Canceled
INN01787;2;0;2;2;Meal Plan 1;0;Room_Type 1;0;2017;9;19;Online;0;0;0;126;3;Not_Canceled
INN01788;2;2;1;3;Meal Plan 1;0;Room_Type 7;71;2018;10;20;Online;0;0;0;263.91;0;Canceled
INN01789;2;0;0;3;Meal Plan 1;0;Room_Type 1;58;2018;3;31;Online;0;0;0;90.9;1;Canceled
INN01790;3;0;2;4;Meal Plan 1;0;Room_Type 4;26;2018;6;17;Online;0;0;0;161.6;0;Canceled
INN01791;3;0;2;4;Meal Plan 1;0;Room_Type 4;13;2018;12;2;Online;0;0;0;131.89;0;Not_Canceled
INN01792;2;0;1;1;Meal Plan 1;0;Room_Type 4;40;2018;8;13;Online;0;0;0;149.4;1;Not_Canceled
INN01793;1;0;0;1;Meal Plan 1;0;Room_Type 1;8;2017;10;6;Corporate;0;0;0;65;0;Not_Canceled
INN01794;1;0;1;2;Meal Plan 1;0;Room_Type 6;63;2018;11;7;Online;0;0;0;193.68;0;Not_Canceled
INN01795;1;0;1;1;Meal Plan 1;0;Room_Type 1;85;2018;12;3;Online;0;0;0;98;0;Not_Canceled
INN01796;2;0;1;3;Meal Plan 1;0;Room_Type 1;59;2018;3;28;Online;0;0;0;85.85;1;Not_Canceled
INN01797;3;0;1;1;Meal Plan 1;0;Room_Type 1;221;2018;8;22;Offline;0;0;0;96.9;1;Not_Canceled
INN01798;1;0;2;3;Meal Plan 1;0;Room_Type 1;31;2018;5;15;Corporate;0;0;0;95;1;Not_Canceled
INN01799;2;0;1;3;Not Selected;0;Room_Type 1;64;2018;7;25;Online;0;0;0;94.5;1;Not_Canceled
INN01800;1;0;2;4;Meal Plan 1;0;Room_Type 1;69;2018;6;12;Online;0;0;0;120;0;Canceled
INN01801;1;0;1;2;Meal Plan 1;0;Room_Type 1;34;2018;11;7;Online;0;0;0;138.7;0;Not_Canceled
INN01802;2;0;2;5;Meal Plan 2;0;Room_Type 1;277;2018;9;5;Offline;0;0;0;89.14;1;Not_Canceled
INN01803;1;0;2;1;Meal Plan 1;0;Room_Type 1;1;2018;2;28;Online;0;0;0;60;0;Canceled
INN01804;1;0;1;2;Meal Plan 1;0;Room_Type 1;180;2018;10;10;Online;0;0;0;120;0;Canceled
INN01805;2;0;0;3;Meal Plan 1;0;Room_Type 1;253;2018;12;8;Online;0;0;0;78.3;2;Not_Canceled
INN01806;1;0;0;1;Meal Plan 1;0;Room_Type 1;10;2018;11;10;Online;0;0;0;120;0;Canceled
INN01807;2;1;0;3;Meal Plan 1;0;Room_Type 1;33;2017;10;7;Offline;0;0;0;75.6;1;Not_Canceled
INN01808;3;0;0;2;Meal Plan 1;0;Room_Type 4;24;2018;7;26;Online;0;0;0;187;0;Not_Canceled
INN01809;2;0;0;2;Meal Plan 2;0;Room_Type 1;346;2018;9;13;Online;0;0;0;115;1;Canceled
INN01810;2;0;1;2;Not Selected;0;Room_Type 1;16;2018;12;2;Online;0;0;0;85.78;2;Not_Canceled
INN01811;2;0;0;2;Meal Plan 2;0;Room_Type 1;50;2018;11;11;Online;0;0;0;131.4;0;Canceled
INN01812;2;0;0;2;Not Selected;0;Room_Type 4;15;2017;9;16;Online;0;0;0;115;2;Not_Canceled
INN01813;2;0;1;3;Meal Plan 1;0;Room_Type 1;24;2017;9;17;Online;0;0;0;119.25;0;Not_Canceled
INN01814;1;1;2;5;Meal Plan 2;0;Room_Type 1;80;2018;12;20;Online;0;0;0;88.29;1;Not_Canceled
INN01815;2;0;0;2;Meal Plan 1;0;Room_Type 1;220;2018;9;2;Online;0;0;0;96.3;1;Canceled
INN01816;2;0;0;2;Meal Plan 2;0;Room_Type 1;256;2018;6;15;Online;0;0;0;115;1;Canceled
INN01817;2;0;2;1;Meal Plan 2;0;Room_Type 1;117;2017;8;1;Online;0;0;0;94.5;0;Canceled
INN01818;1;0;0;1;Not Selected;0;Room_Type 1;2;2018;6;28;Online;0;0;0;127;0;Not_Canceled
INN01819;2;0;0;2;Meal Plan 1;0;Room_Type 1;99;2018;2;19;Corporate;0;0;0;86;0;Not_Canceled
INN01820;2;0;2;1;Meal Plan 1;1;Room_Type 1;49;2017;12;5;Online;0;0;0;115.2;2;Not_Canceled
INN01821;2;1;0;3;Meal Plan 1;0;Room_Type 1;35;2018;2;24;Online;0;0;0;93.63;1;Not_Canceled
INN01822;2;0;1;1;Meal Plan 1;0;Room_Type 4;0;2018;2;13;Online;0;0;0;106;0;Canceled
INN01823;2;0;0;1;Not Selected;0;Room_Type 1;1;2018;4;12;Online;0;0;0;119;1;Not_Canceled
INN01824;2;0;2;4;Meal Plan 1;0;Room_Type 4;53;2018;9;1;Online;0;0;0;121.35;1;Not_Canceled
INN01825;2;0;1;4;Meal Plan 1;0;Room_Type 1;148;2017;12;30;Offline;0;0;0;67;0;Not_Canceled
INN01826;2;0;2;5;Not Selected;0;Room_Type 1;11;2018;2;1;Online;0;0;0;79;0;Canceled
INN01827;3;0;0;3;Meal Plan 1;0;Room_Type 4;158;2018;7;7;Online;0;0;0;146.7;2;Canceled
INN01828;2;1;0;1;Meal Plan 2;0;Room_Type 1;32;2018;4;27;Online;0;0;0;165.15;0;Not_Canceled
INN01829;2;0;0;2;Meal Plan 1;0;Room_Type 1;30;2018;9;15;Online;0;0;0;135.9;1;Canceled
INN01830;2;0;0;1;Meal Plan 1;0;Room_Type 1;1;2018;11;26;Online;0;0;0;95;0;Not_Canceled
INN01831;2;0;1;2;Meal Plan 1;0;Room_Type 1;19;2018;9;19;Offline;0;0;0;95;1;Not_Canceled
INN01832;1;0;2;0;Meal Plan 1;0;Room_Type 1;12;2018;5;29;Online;0;0;0;97.02;1;Not_Canceled
INN01833;3;0;0;1;Meal Plan 1;1;Room_Type 4;59;2018;9;7;Online;0;0;0;139.5;1;Not_Canceled
INN01834;2;0;1;2;Meal Plan 1;0;Room_Type 1;91;2018;4;4;Online;0;0;0;80;0;Canceled
INN01835;2;0;0;2;Meal Plan 1;0;Room_Type 1;27;2017;9;30;Offline;0;0;0;108;0;Not_Canceled
INN01836;2;0;2;1;Meal Plan 1;0;Room_Type 1;180;2018;10;1;Online;0;0;0;108.9;1;Canceled
INN01837;2;0;0;2;Not Selected;0;Room_Type 1;72;2018;11;18;Online;0;0;0;79.2;1;Canceled
INN01838;2;1;1;0;Meal Plan 1;0;Room_Type 1;0;2017;11;1;Online;0;0;0;90.4;0;Not_Canceled
INN01839;2;0;0;2;Meal Plan 2;0;Room_Type 1;256;2018;6;15;Online;0;0;0;115;0;Canceled
INN01840;2;0;2;1;Meal Plan 1;0;Room_Type 2;54;2018;10;29;Offline;0;0;0;95;1;Not_Canceled
INN01841;1;0;0;2;Meal Plan 1;0;Room_Type 1;14;2017;10;15;Offline;0;0;0;100;0;Not_Canceled
INN01842;2;0;2;3;Meal Plan 1;0;Room_Type 1;34;2018;6;19;Offline;0;0;0;80.75;1;Not_Canceled
INN01843;2;0;0;2;Meal Plan 1;0;Room_Type 1;86;2017;9;9;Corporate;0;0;0;100;0;Not_Canceled
INN01844;1;0;2;2;Meal Plan 1;0;Room_Type 1;104;2018;4;15;Online;0;0;0;76.5;0;Canceled
INN01845;2;0;1;2;Meal Plan 1;0;Room_Type 4;128;2018;7;11;Online;0;0;0;97.42;1;Not_Canceled
INN01846;2;0;0;2;Not Selected;0;Room_Type 1;150;2018;9;9;Online;0;0;0;89.4;1;Not_Canceled
INN01847;2;0;2;2;Meal Plan 1;0;Room_Type 1;29;2017;10;17;Online;0;0;0;95.04;0;Not_Canceled
INN01848;2;0;2;5;Meal Plan 1;0;Room_Type 2;127;2018;3;19;Online;0;0;0;94.7;1;Canceled
INN01849;2;0;0;1;Meal Plan 1;0;Room_Type 1;34;2018;4;22;Online;0;0;0;105.3;1;Not_Canceled
INN01850;2;0;0;1;Not Selected;0;Room_Type 1;0;2017;12;19;Online;0;0;0;75;0;Not_Canceled
INN01851;2;0;2;4;Meal Plan 1;0;Room_Type 1;169;2018;7;13;Offline;0;0;0;72.25;0;Not_Canceled
INN01852;3;0;1;4;Meal Plan 1;0;Room_Type 4;176;2018;8;1;Online;0;0;0;130.05;2;Canceled
INN01853;2;0;1;5;Meal Plan 1;0;Room_Type 1;9;2018;3;28;Online;0;0;0;127.67;0;Not_Canceled
INN01854;2;0;1;2;Meal Plan 1;0;Room_Type 1;168;2018;4;22;Online;0;0;0;85;0;Canceled
INN01855;2;0;1;2;Meal Plan 1;0;Room_Type 4;4;2018;12;9;Online;0;0;0;118.67;1;Not_Canceled
INN01856;2;0;2;2;Meal Plan 1;0;Room_Type 1;132;2017;12;20;Online;0;0;0;55.63;0;Not_Canceled
INN01857;1;0;2;4;Meal Plan 1;0;Room_Type 1;69;2018;6;12;Online;0;0;0;120;0;Canceled
INN01858;2;0;0;2;Meal Plan 2;0;Room_Type 1;74;2017;9;18;Offline;0;0;0;101.5;0;Not_Canceled
INN01859;1;0;0;2;Meal Plan 1;0;Room_Type 1;192;2018;6;24;Offline;0;0;0;95;0;Not_Canceled
INN01860;2;0;1;3;Meal Plan 1;0;Room_Type 4;47;2018;6;16;Online;0;0;0;140.4;0;Canceled
INN01861;3;0;1;1;Meal Plan 1;0;Room_Type 4;36;2018;5;14;Online;0;0;0;159.3;0;Canceled
INN01862;2;0;2;3;Not Selected;0;Room_Type 2;34;2017;10;15;Online;0;0;0;94.3;0;Not_Canceled
